CensusTract,State,County,Pop2010,LILATracts_1And10,LALOWI1_10,TractLOWI
01073012915,Alabama,Jefferson County,6083,0,85,1041
01073013002,Alabama,Jefferson County,1514,1,715,938
01073013100,Alabama,Jefferson County,4508,1,2363,2265
01073013200,Alabama,Jefferson County,2292,0,1,1020
01073013300,Alabama,Jefferson County,3588,1,1928,1850
01073013400,Alabama,Jefferson County,4838,0,0,1850
01073013601,Alabama,Jefferson County,3511,1,853,1952
01073013801,Alabama,Jefferson County,2122,0,121,1302
01073013901,Alabama,Jefferson County,1704,1,235,547
01073013902,Alabama,Jefferson County,2141,0,0,809
01073014001,Alabama,Jefferson County,4011,0,NULL,959
01073014002,Alabama,Jefferson County,3656,0,NULL,784
01073014102,Alabama,Jefferson County,4918,0,479,1546
01073014104,Alabama,Jefferson County,3317,0,781,953
01073014105,Alabama,Jefferson County,4186,1,360,1598
01073014203,Alabama,Jefferson County,12502,0,NULL,2434
01073014204,Alabama,Jefferson County,9787,0,1052,1637
01073014301,Alabama,Jefferson County,2802,1,1110,1141
01073014302,Alabama,Jefferson County,5666,0,NULL,1520
01073014404,Alabama,Jefferson County,5433,0,400,932
01073014405,Alabama,Jefferson County,3929,0,255,1311
01073014406,Alabama,Jefferson County,5759,0,227,603
01073014408,Alabama,Jefferson County,3648,0,NULL,993
01073014409,Alabama,Jefferson County,3309,0,162,393
01073014410,Alabama,Jefferson County,5180,0,72,743
01073014412,Alabama,Jefferson County,4162,0,223,614
01073014413,Alabama,Jefferson County,8852,0,119,802
01075030000,Alabama,Lamar County,4689,0,60,2548
01075030100,Alabama,Lamar County,5713,0,0,2349
01075030200,Alabama,Lamar County,4162,0,NULL,1575
01077010100,Alabama,Lauderdale County,1959,1,404,569
01077010200,Alabama,Lauderdale County,1953,0,3,1148
01077010300,Alabama,Lauderdale County,1513,0,0,796
01077010400,Alabama,Lauderdale County,2871,0,226,1272
01077010600,Alabama,Lauderdale County,2740,1,416,1918
01077010700,Alabama,Lauderdale County,2098,0,310,1342
01077010800,Alabama,Lauderdale County,3797,1,866,2175
01077010900,Alabama,Lauderdale County,7081,0,97,2911
01077011000,Alabama,Lauderdale County,4612,0,0,2678
01077011101,Alabama,Lauderdale County,5919,0,993,1277
01077011102,Alabama,Lauderdale County,4465,0,950,1400
01077011200,Alabama,Lauderdale County,4023,0,NULL,1415
01077011300,Alabama,Lauderdale County,2353,1,398,971
01077011400,Alabama,Lauderdale County,6563,0,3,2239
01077011501,Alabama,Lauderdale County,6260,0,1334,1777
01077011502,Alabama,Lauderdale County,5231,0,NULL,900
01077011602,Alabama,Lauderdale County,5073,0,NULL,1244
01077011603,Alabama,Lauderdale County,4478,0,NULL,1582
01077011604,Alabama,Lauderdale County,6610,0,NULL,1751
01077011700,Alabama,Lauderdale County,4480,0,NULL,1467
01077011801,Alabama,Lauderdale County,4922,0,NULL,1543
01077011802,Alabama,Lauderdale County,3708,0,NULL,1270
01079979100,Alabama,Lawrence County,1668,0,NULL,549
01079979200,Alabama,Lawrence County,4655,0,NULL,1753
01079979300,Alabama,Lawrence County,4615,0,286,1599
01079979400,Alabama,Lawrence County,4514,1,858,1771
01079979500,Alabama,Lawrence County,6071,0,NULL,2121
01079979600,Alabama,Lawrence County,5481,0,NULL,1473
01079979700,Alabama,Lawrence County,2124,0,153,858
01079979800,Alabama,Lawrence County,3269,0,11,1166
01079979900,Alabama,Lawrence County,1942,1,531,914
01081040200,Alabama,Lee County,5133,1,258,2328
01081040300,Alabama,Lee County,2470,1,307,940
01081040400,Alabama,Lee County,6960,1,440,3614
01081040500,Alabama,Lee County,7652,0,1184,2278
01081040602,Alabama,Lee County,4152,1,963,2738
01081040603,Alabama,Lee County,988,1,216,404
01081040604,Alabama,Lee County,5146,1,1578,3684
01081040700,Alabama,Lee County,3977,0,3,914
01081040800,Alabama,Lee County,3750,0,NULL,2283
01081040901,Alabama,Lee County,3264,0,46,1739
01081040902,Alabama,Lee County,5201,1,561,3354
01081041000,Alabama,Lee County,7236,0,11,1444
01081041100,Alabama,Lee County,9042,1,843,4786
01081041200,Alabama,Lee County,4400,0,395,860
01081041300,Alabama,Lee County,3325,0,32,1899
01081041400,Alabama,Lee County,3565,0,233,2738
01081041600,Alabama,Lee County,3226,1,507,1906
01081041700,Alabama,Lee County,8528,1,2806,3370
01081041800,Alabama,Lee County,6705,0,NULL,4419
01081041900,Alabama,Lee County,7623,0,NULL,2109
01081042002,Alabama,Lee County,6621,0,604,1978
01081042003,Alabama,Lee County,3645,0,1115,1154
01081042004,Alabama,Lee County,9990,0,1141,3285
01081042005,Alabama,Lee County,5181,0,1755,1781
01081042006,Alabama,Lee County,1998,0,222,775
01081042101,Alabama,Lee County,3643,0,127,1703
01081042102,Alabama,Lee County,6826,0,178,1737
01083020101,Alabama,Limestone County,4257,0,NULL,1508
01083020102,Alabama,Limestone County,6317,0,NULL,1878
01083020201,Alabama,Limestone County,4820,0,NULL,2651
01083020202,Alabama,Limestone County,4957,0,NULL,1575
01083020300,Alabama,Limestone County,3583,0,57,848
01083020401,Alabama,Limestone County,5961,0,NULL,2328
01083020402,Alabama,Limestone County,5404,0,NULL,2101
01083020500,Alabama,Limestone County,2805,1,511,688
01083020600,Alabama,Limestone County,4140,1,1790,2726
01083020700,Alabama,Limestone County,2062,0,202,1270
01083020801,Alabama,Limestone County,8032,0,2366,1874
01083020802,Alabama,Limestone County,8228,0,NULL,1756
01083020900,Alabama,Limestone County,3755,0,NULL,1031
01083021000,Alabama,Limestone County,2445,1,394,859
01083021100,Alabama,Limestone County,6578,0,NULL,2115
01083021200,Alabama,Limestone County,9438,0,NULL,2765
01085780800,Alabama,Lowndes County,3620,0,106,2016
01085781000,Alabama,Lowndes County,2932,1,860,1012
01085781100,Alabama,Lowndes County,1861,0,352,1062
01085781200,Alabama,Lowndes County,2886,1,966,1452
01087231400,Alabama,Macon County,1403,0,55,794
01087231500,Alabama,Macon County,3156,0,NULL,1120
01087231601,Alabama,Macon County,1187,0,0,274
01087231602,Alabama,Macon County,1559,1,885,934
01087231603,Alabama,Macon County,1307,0,NULL,558
01087231700,Alabama,Macon County,2113,1,615,181
01087231800,Alabama,Macon County,1262,1,372,574
01087231900,Alabama,Macon County,1940,1,793,626
01087232000,Alabama,Macon County,1531,0,79,843
01087232100,Alabama,Macon County,1935,1,858,611
01087232200,Alabama,Macon County,2309,1,723,1158
01087232300,Alabama,Macon County,1750,1,360,780
01089000201,Alabama,Madison County,760,0,NULL,603
01089000202,Alabama,Madison County,4399,1,2140,1287
01089000301,Alabama,Madison County,3954,1,1966,2387
01089000302,Alabama,Madison County,3650,1,858,2310
01089000403,Alabama,Madison County,4886,1,2051,1989
01089000501,Alabama,Madison County,1807,1,286,967
01089000502,Alabama,Madison County,2333,1,317,1220
01089000503,Alabama,Madison County,1878,0,8,708
01089000601,Alabama,Madison County,1598,0,NULL,557
01089000602,Alabama,Madison County,1992,0,NULL,1065
01089000701,Alabama,Madison County,2997,0,NULL,1598
01089000702,Alabama,Madison County,2651,0,NULL,1323
01089000901,Alabama,Madison County,4193,0,532,607
01089000902,Alabama,Madison County,2061,0,244,557
01089001000,Alabama,Madison County,2882,0,0,1138
01089001200,Alabama,Madison County,3380,1,613,2438
01089001301,Alabama,Madison County,3868,0,NULL,2198
01089001302,Alabama,Madison County,1844,1,373,886
01089001401,Alabama,Madison County,1579,0,187,410
01089001402,Alabama,Madison County,4853,1,946,1742
01089001500,Alabama,Madison County,4946,1,650,1823
01089001700,Alabama,Madison County,1871,0,4,174
01089001801,Alabama,Madison County,3571,0,317,393
01089001901,Alabama,Madison County,3386,0,51,144
01089001902,Alabama,Madison County,1333,0,NULL,158
01089001903,Alabama,Madison County,2484,0,5,95
01089002000,Alabama,Madison County,2095,0,NULL,428
01089002100,Alabama,Madison County,3495,0,NULL,2577
01089002200,Alabama,Madison County,2101,0,NULL,1128
01089002300,Alabama,Madison County,5172,0,215,2844
01089002400,Alabama,Madison County,4744,1,2813,3087
01089002501,Alabama,Madison County,3427,1,980,2738
01089002502,Alabama,Madison County,3082,1,1800,1881
01089002600,Alabama,Madison County,4036,0,61,1228
01089002701,Alabama,Madison County,2534,0,9,252
01089002721,Alabama,Madison County,4039,0,NULL,1025
01089002722,Alabama,Madison County,3074,0,128,288
01089002801,Alabama,Madison County,3894,1,456,1429
01089002802,Alabama,Madison County,5829,0,435,1357
01089002911,Alabama,Madison County,4535,0,260,698
01089002912,Alabama,Madison County,2466,0,28,230
01089002921,Alabama,Madison County,6224,0,334,1930
01089002922,Alabama,Madison County,4387,0,82,198
01089003000,Alabama,Madison County,3086,0,0,1924
01089003100,Alabama,Madison County,2982,0,NULL,913
01089010100,Alabama,Madison County,9355,0,100,2664
01089010200,Alabama,Madison County,5516,0,NULL,845
01089010301,Alabama,Madison County,8125,1,2274,2585
01089010302,Alabama,Madison County,3868,0,NULL,1478
01089010401,Alabama,Madison County,6027,0,NULL,1884
01089010402,Alabama,Madison County,6736,0,NULL,1645
01089010501,Alabama,Madison County,11342,0,2420,3335
01089010502,Alabama,Madison County,2926,0,NULL,1000
01089010612,Alabama,Madison County,4288,0,238,1096
01089010621,Alabama,Madison County,6759,0,440,507
01089010622,Alabama,Madison County,9764,1,487,5043
01089010623,Alabama,Madison County,5845,0,443,838
01089010624,Alabama,Madison County,8187,0,245,787
01089010701,Alabama,Madison County,7848,0,800,1584
01089010702,Alabama,Madison County,7199,0,1343,1826
01089010800,Alabama,Madison County,9826,0,1522,1743
01089010901,Alabama,Madison County,12621,0,436,761
01089010902,Alabama,Madison County,3124,0,NULL,1328
01089011011,Alabama,Madison County,9111,0,11,650
01089011012,Alabama,Madison County,5976,0,324,630
01089011013,Alabama,Madison County,5058,0,39,521
01089011014,Alabama,Madison County,8722,0,28,1016
01089011021,Alabama,Madison County,3912,1,640,1645
01089011022,Alabama,Madison County,6466,0,NULL,2381
01089011100,Alabama,Madison County,1955,0,343,207
01089011200,Alabama,Madison County,8316,0,NULL,2682
01089011300,Alabama,Madison County,5242,0,NULL,997
01089011400,Alabama,Madison County,4339,0,NULL,1700
01091972900,Alabama,Marengo County,5235,1,722,2737
01091973000,Alabama,Marengo County,4762,0,128,1719
01091973100,Alabama,Marengo County,2150,1,386,1045
01091973200,Alabama,Marengo County,2473,1,591,1422
01091973300,Alabama,Marengo County,2088,1,945,1026
01091973400,Alabama,Marengo County,4319,0,15,1475
01093964000,Alabama,Marion County,5087,0,22,2732
01093964100,Alabama,Marion County,2767,0,0,1106
01093964200,Alabama,Marion County,1560,0,132,540
01093964300,Alabama,Marion County,4457,0,1,2338
01093964400,Alabama,Marion County,5818,0,25,2365
01093964500,Alabama,Marion County,2175,0,136,989
01093964600,Alabama,Marion County,3298,0,NULL,1703
01093964700,Alabama,Marion County,5614,0,0,1960
01095030100,Alabama,Marshall County,2662,0,NULL,1817
01095030201,Alabama,Marshall County,5381,0,NULL,2405
01095030202,Alabama,Marshall County,4820,0,NULL,1489
01095030300,Alabama,Marshall County,6430,0,NULL,1695
01095030401,Alabama,Marshall County,4583,1,766,1843
01095030402,Alabama,Marshall County,3453,0,497,886
01095030500,Alabama,Marshall County,7454,0,NULL,2686
01095030600,Alabama,Marshall County,6510,0,NULL,2609
01095030701,Alabama,Marshall County,3724,0,NULL,1684
01095030702,Alabama,Marshall County,4024,0,NULL,1520
01095030801,Alabama,Marshall County,5014,1,880,3130
01095030802,Alabama,Marshall County,7726,1,2463,4862
01095030902,Alabama,Marshall County,4267,0,495,1196
01095030903,Alabama,Marshall County,5492,1,1336,2964
01095030904,Alabama,Marshall County,5409,1,2224,2552
01095031000,Alabama,Marshall County,6028,0,NULL,3283
01095031100,Alabama,Marshall County,4688,0,NULL,2678
01095031200,Alabama,Marshall County,5354,1,670,2309
01097000200,Alabama,Mobile County,1416,0,NULL,574
01097000401,Alabama,Mobile County,1233,1,253,647
01097000402,Alabama,Mobile County,103,0,29,788
01097000500,Alabama,Mobile County,1815,1,1172,976
01097000600,Alabama,Mobile County,2897,0,20,1176
01097000701,Alabama,Mobile County,2162,0,NULL,1089
01097000702,Alabama,Mobile County,2451,1,310,1289
01097000800,Alabama,Mobile County,4029,0,45,2304
01097000901,Alabama,Mobile County,1708,0,18,592
01097000902,Alabama,Mobile County,2045,0,NULL,481
01097000903,Alabama,Mobile County,1627,0,NULL,752
01097001001,Alabama,Mobile County,2058,0,NULL,688
01097001002,Alabama,Mobile County,2176,0,NULL,750
01097001100,Alabama,Mobile County,2244,0,NULL,1387
01097001200,Alabama,Mobile County,3484,1,961,801
01097001302,Alabama,Mobile County,3045,0,193,1274
01097001400,Alabama,Mobile County,2172,0,144,825
01097001501,Alabama,Mobile County,2164,1,1243,940
01097001502,Alabama,Mobile County,1608,1,1296,1181
01097001800,Alabama,Mobile County,2634,1,986,1751
01097001901,Alabama,Mobile County,2254,1,1073,1291
01097001902,Alabama,Mobile County,3418,1,645,1416
01097002000,Alabama,Mobile County,1819,0,229,322
01097002100,Alabama,Mobile County,3906,0,234,2091
01097002200,Alabama,Mobile County,2850,0,NULL,1781
01097002301,Alabama,Mobile County,2188,0,NULL,1424
01097002302,Alabama,Mobile County,2007,1,346,1117
01097002400,Alabama,Mobile County,3761,0,NULL,2124
01097002501,Alabama,Mobile County,3439,0,NULL,920
01097002502,Alabama,Mobile County,2339,0,4,410
01097002600,Alabama,Mobile County,2682,0,2,1092
01097002700,Alabama,Mobile County,2446,0,NULL,1705
01097002800,Alabama,Mobile County,4536,0,NULL,2211
01097002900,Alabama,Mobile County,3667,0,0,2147
01097003000,Alabama,Mobile County,3144,0,662,770
01097003100,Alabama,Mobile County,4370,0,281,1038
01097003202,Alabama,Mobile County,2768,0,NULL,1274
01097003203,Alabama,Mobile County,3629,0,NULL,1408
01097003204,Alabama,Mobile County,4769,0,NULL,1663
01097003205,Alabama,Mobile County,3557,0,NULL,1500
01097003301,Alabama,Mobile County,2683,0,NULL,969
01097003302,Alabama,Mobile County,4674,0,1,468
01097003402,Alabama,Mobile County,3693,1,858,2529
01097003404,Alabama,Mobile County,2540,1,1553,1652
01097003405,Alabama,Mobile County,1899,0,365,654
01097003406,Alabama,Mobile County,2791,0,52,1430
01097003407,Alabama,Mobile County,7135,0,1630,1915
01097003408,Alabama,Mobile County,3994,0,717,1263
01097003501,Alabama,Mobile County,3664,0,398,1192
01097003502,Alabama,Mobile County,2561,0,14,176
01097003602,Alabama,Mobile County,1532,1,908,1038
01097003605,Alabama,Mobile County,791,0,0,0
01097003606,Alabama,Mobile County,3125,0,22,1799
01097003607,Alabama,Mobile County,3805,0,23,1721
01097003608,Alabama,Mobile County,1300,0,345,501
01097003703,Alabama,Mobile County,3425,0,NULL,866
01097003704,Alabama,Mobile County,4259,0,NULL,1021
01097003705,Alabama,Mobile County,4379,0,NULL,1246
01097003706,Alabama,Mobile County,3163,0,NULL,485
01097003707,Alabama,Mobile County,4477,0,NULL,1839
01097003708,Alabama,Mobile County,3833,0,434,1137
01097003709,Alabama,Mobile County,5762,0,859,1986
01097003710,Alabama,Mobile County,4402,0,742,1143
01097003800,Alabama,Mobile County,1467,0,NULL,925
01097003901,Alabama,Mobile County,2076,1,1392,1251
01097003902,Alabama,Mobile County,969,1,748,736
01097004000,Alabama,Mobile County,2538,1,1106,1687
01097004100,Alabama,Mobile County,910,1,570,491
01097004800,Alabama,Mobile County,1303,0,10,804
01097004900,Alabama,Mobile County,3289,0,4,2788
01097005000,Alabama,Mobile County,1872,1,415,1225
01097005100,Alabama,Mobile County,1557,0,NULL,939
01097005200,Alabama,Mobile County,1534,0,NULL,633
01097005300,Alabama,Mobile County,1990,1,609,1096
01097005400,Alabama,Mobile County,4068,0,0,1626
01097005500,Alabama,Mobile County,2973,0,2,1116
01097005600,Alabama,Mobile County,7164,0,1956,2550
01097005700,Alabama,Mobile County,7182,0,NULL,1906
01097005800,Alabama,Mobile County,4942,0,NULL,1898
01097005900,Alabama,Mobile County,4538,0,14,1497
01097006000,Alabama,Mobile County,4996,0,NULL,2381
01097006102,Alabama,Mobile County,2941,0,NULL,1037
01097006103,Alabama,Mobile County,5080,0,NULL,2510
01097006104,Alabama,Mobile County,4592,0,NULL,1921
01097006105,Alabama,Mobile County,6575,0,NULL,2573
01097006200,Alabama,Mobile County,6036,0,2,1707
01097006301,Alabama,Mobile County,10520,0,3854,4311
01097006302,Alabama,Mobile County,6313,0,577,1306
01097006402,Alabama,Mobile County,4702,0,NULL,1743
01097006403,Alabama,Mobile County,1821,0,NULL,625
01097006404,Alabama,Mobile County,10046,0,691,3252
01097006405,Alabama,Mobile County,6901,0,114,2830
01097006406,Alabama,Mobile County,7548,0,612,1242
01097006407,Alabama,Mobile County,6016,0,NULL,1236
01097006501,Alabama,Mobile County,4878,0,NULL,1700
01097006502,Alabama,Mobile County,11958,0,NULL,3445
01097006600,Alabama,Mobile County,5548,0,NULL,1740
01097006701,Alabama,Mobile County,7341,0,NULL,2809
01097006702,Alabama,Mobile County,4064,0,NULL,1811
01097006801,Alabama,Mobile County,7958,0,1050,1365
01097006802,Alabama,Mobile County,3280,0,554,1230
01097006901,Alabama,Mobile County,7604,0,1633,3593
01097006902,Alabama,Mobile County,3973,0,898,1598
01097007000,Alabama,Mobile County,4559,0,1082,1029
01097007101,Alabama,Mobile County,4717,0,1039,1912
01097007102,Alabama,Mobile County,3110,1,1433,1979
01097007103,Alabama,Mobile County,3390,0,NULL,999
01097007201,Alabama,Mobile County,2999,0,NULL,1425
01097007202,Alabama,Mobile County,2771,0,111,805
01097007300,Alabama,Mobile County,4439,0,NULL,2318
01097007400,Alabama,Mobile County,3647,1,505,1167
01097007500,Alabama,Mobile County,1856,0,NULL,889
01097007600,Alabama,Mobile County,2371,0,38,1317
01097007700,Alabama,Mobile County,1563,0,40,832
01099075600,Alabama,Monroe County,1341,1,938,854
01099075700,Alabama,Monroe County,1867,1,1107,1288
01099075800,Alabama,Monroe County,1500,0,96,848
01099075900,Alabama,Monroe County,6323,0,50,3647
01099076000,Alabama,Monroe County,3542,0,NULL,1245
01099076100,Alabama,Monroe County,6681,0,2,2629
01099076200,Alabama,Monroe County,1814,1,420,704
01101000100,Alabama,Montgomery County,1174,0,171,150
01101000200,Alabama,Montgomery County,1605,1,692,266
01101000300,Alabama,Montgomery County,1666,1,622,1084
01101000400,Alabama,Montgomery County,4893,0,312,2401
01101000500,Alabama,Montgomery County,3656,0,NULL,1452
01101000600,Alabama,Montgomery County,1148,0,235,1254
01101000700,Alabama,Montgomery County,1388,0,31,937
01101000900,Alabama,Montgomery County,2515,0,833,125
01101001000,Alabama,Montgomery County,1369,1,1145,1230
